context,token,probability
bakery,starters,0.0005024573183618486
bakery,whiskey,0.0004981897072866559
bakery,us,0.0004868125542998314
bakery,popcorn,0.0004761264135595411
bakery,mushrooms,0.0004658956022467464
bakery,steak,0.0004293480596970767
bakery,christmas,0.0004173290799371898
bakery,that,0.0004140391247346997
bakery,stuff,0.0004068452981300652
bakery,you,0.00038332774420268834
bakery,coconut,0.0003650779544841498
bakery,presents,0.000362971710273996
bakery,yeast,0.00035812833812087774
bakery,corn,0.00035797912278212607
bakery,tomatoes,0.00035372216370888054
bakery,sap,0.00034786746255122125
bakery,some,0.0003464312758296728
bakery,greek,0.00034374219831079245
bakery,peach,0.00033080167486332357
bakery,egg,0.00030929085914976895
bakery,ash,0.00030175066785886884
bakery,me,0.00029967035516165197
bakery,cereal,0.00029817825998179615
beach,shorts,0.46025168895721436
beach,jeans,0.2516119182109833
beach,clothes,0.12041930854320526
beach,this,0.030100317671895027
beach,shirts,0.020295271649956703
beach,sandals,0.018065884709358215
beach,pants,0.012321331538259983
beach,underwear,0.010343107394874096
beach,one,0.009071319364011288
beach,bikini,0.008704131469130516
beach,suits,0.006841666530817747
beach,shoes,0.005609652493149042
beach,boxers,0.004737190902233124
beach,slacks,0.004082791041582823
beach,dresses,0.0034914433490484953
beach,pajamas,0.0031124847009778023
beach,panties,0.0028027337975800037
beach,towels,0.0014782192884013057
beach,shirt,0.0013789428630843759
beach,heels,0.0011603804305195808
beach,trunks,0.0010108699789270759
beach,white,0.0009101009927690029
beach,black,0.0008671284886077046
beach,that,0.0007533218595199287
beach,robes,0.0006686713895760477
beach,trousers,0.0006551049300469458
beach,clothing,0.000589343486353755
beach,two,0.0005715790903195739
beach,me,0.0005273814895190299
beach,lipstick,0.0005061993142589927
beach,you,0.0004874101432505995
beach,outfits,0.0004740085278172046
beach,these,0.000417866074712947
beach,boots,0.0003665299736894667
beach,luggage,0.0003607751859817654
beach,outfit,0.00030130817322060466
beach,ties,0.00029917844221927226
beach,jackets,0.0002942442079074681
beach,water,0.00025705978623591363
beach,today,0.0002560427237767726
beach,suit,0.00024463568115606904
beach,makeup,0.00024042667064350098
beach,blue,0.0002333032462047413
beach,on,0.00021736923372372985
beach,to,0.0002078555553453043
beach,sheets,0.00020682575996033847
beach,shells,0.00019764419994316995
beach,jewelry,0.00019453937420621514
beach,things,0.0001880963973235339
beach,dress,0.00018493898096494377
beach,sweater,0.00017903563275467604
beach,towel,0.00016939261695370078
beach,casual,0.00016719447739887983
beach,cash,0.00016265601152554154
beach,skin,0.00016197428340092301
beach,something,0.00016156051424331963
beach,skirts,0.00015324466221500188
beach,money,0.00015315160271711648
beach,costumes,0.00015049865760374814
beach,yesterday,0.0001428780087735504
beach,layers,0.00013555648911278695
beach,girlfriends,0.0001352193794446066
beach,mine,0.00013177913206163794
beach,enough,0.0001311024825554341
beach,briefs,0.00012948381481692195
beach,yours,0.00012371430057100952
beach,summer,0.00012325738498475403
beach,socks,0.00012285988486837596
beach,tops,0.0001228310720762238
beach,red,0.0001198529134853743
beach,some,0.00011841693776659667
beach,sunglasses,0.00011733293649740517
beach,sweatshirt,0.00011347445979481563
beach,jersey,0.00010833045962499455
beach,whites,0.00010601562826195732
beach,cape,0.00010340395238017663
beach,work,0.00010128139547305182
beach,bra,0.00010039895278168842
beach,pink,8.865298877935857e-05
beach,myself,8.511830674251541e-05
beach,fabric,8.262933988589793e-05
beach,leather,8.230334060499445e-05
beach,sneakers,8.085559966275468e-05
beach,shades,8.00874040578492e-05
beach,material,7.909171836217865e-05
beach,uniforms,7.885057857492939e-05
beach,henley,7.573474431410432e-05
beach,ski,7.571560854557902e-05
beach,perfume,7.402425399050117e-05
beach,costume,7.296833791770041e-05
beach,dinner,7.105839904397726e-05
beach,matches,7.066670514177531e-05
beach,gear,7.05315760569647e-05
beach,tonight,6.758534436812624e-05
beach,hair,6.634984310949221e-05
beach,tissues,6.52816379442811e-05
beach,flats,6.446062616305426e-05
beach,yellow,6.303487316472456e-05
beach,fit,6.246141856536269e-05
beach,half,5.750430500484072e-05
cold,one,0.36845681071281433
cold,two,0.06608965247869492
cold,supplies,0.049422167241573334
cold,electricity,0.03129944950342178
cold,windows,0.026447219774127007
cold,rooms,0.025506185367703438
cold,towels,0.02242911607027054
cold,three,0.016886122524738312
cold,me,0.01679794304072857
cold,gas,0.014523453079164028
cold,ice,0.014520642347633839
cold,room,0.012847202830016613
cold,you,0.012792211957275867
cold,cabins,0.011142582632601261
cold,water,0.010491713881492615
cold,us,0.010458916425704956
cold,hay,0.010253659449517727
cold,four,0.010220104828476906
cold,bedrooms,0.00976763665676117
cold,this,0.00868979375809431
cold,tv,0.008597610518336296
cold,snow,0.008522311225533485
cold,guests,0.008496222086250782
cold,beer,0.0067602647468447685
cold,books,0.006486561615020037
cold,ten,0.0060731396079063416
cold,movies,0.00600388552993536
cold,sheets,0.004944830667227507
cold,wood,0.004874221049249172
cold,five,0.004746878519654274
cold,eight,0.004215146414935589
cold,beds,0.00384759483858943
cold,chairs,0.003800647798925638
cold,six,0.0033705446403473616
cold,coffee,0.0030580912716686726
cold,horses,0.0029641392175108194
cold,that,0.002958937082439661
cold,spring,0.0027409810572862625
cold,enough,0.0027356247883290052
cold,cabinets,0.0026308672968298197
cold,pictures,0.0025654593482613564
cold,stove,0.002488756086677313
cold,keys,0.0023142118006944656
cold,summer,0.002253149636089802
cold,furniture,0.0022083944641053677
cold,nine,0.0021746684797108173
cold,groceries,0.0021377766970545053
cold,family,0.001959406305104494
cold,christmas,0.0018729999428614974
cold,company,0.0018204014049842954
cold,paint,0.0017112704226747155
cold,eleven,0.001699718995951116
cold,storage,0.0016700673149898648
cold,wings,0.0016341207083314657
cold,air,0.0016269910847768188
cold,seven,0.0016171386232599616
cold,twelve,0.001584413810633123
cold,candles,0.0015058360295370221
cold,curtains,0.0014845260884612799
cold,rent,0.0014407428679987788
cold,winter,0.001351159648038447
cold,upstairs,0.0013444500509649515
cold,television,0.0013437079032883048
cold,food,0.0012343733105808496
cold,tables,0.0011823794338852167
cold,seats,0.0011538976104930043
cold,cars,0.0011363287921994925
cold,insulation,0.0011264948407188058
cold,it,0.0011108454782515764
cold,servants,0.001096041640266776
cold,boats,0.0010508039267733693
cold,light,0.0010432869894430041
cold,people,0.001036786357872188
cold,bathrooms,0.00103382533416152
cold,spirits,0.0009872321970760822
cold,blankets,0.0009467997588217258
cold,space,0.0009261928498744965
cold,english,0.0009195059537887573
cold,presents,0.0008935519144870341
cold,cash,0.0008472937624901533
cold,tea,0.0008463005069643259
cold,here,0.0008262466872110963
cold,vanilla,0.0008262285264208913
cold,showers,0.0008261087932623923
cold,money,0.0008247563964687288
cold,internet,0.0008019476663321257
cold,them,0.0007623698911629617
cold,springs,0.0007586550200358033
cold,fuel,0.000730579427909106
cold,crap,0.0007249326445162296
cold,service,0.0007206747541204095
cold,vacancy,0.0007192260818555951
cold,once,0.00071215775096789
cold,boxes,0.0006877133855596185
cold,staff,0.0006869863718748093
cold,trucks,0.0006827341858297586
cold,breakfast,0.0006319234962575138
cold,tourists,0.0006291759782470763
cold,insurance,0.0006011367659084499
cold,stables,0.0005557356053031981
cut,one,0.553796112537384
cut,two,0.058896806091070175
cut,this,0.05554010346531868
cut,mine,0.03594036027789116
cut,it,0.022113027051091194
cut,yours,0.018705543130636215
cut,some,0.018031610175967216
cut,three,0.015956424176692963
cut,lipstick,0.014791546389460564
cut,jeans,0.004921328742057085
cut,cash,0.004897007718682289
cut,enough,0.004739335738122463
cut,five,0.004358908627182245
cut,that,0.004337875172495842
cut,you,0.003987037111073732
cut,four,0.0034523755311965942
cut,these,0.00338836875744164
cut,money,0.003114967839792371
cut,half,0.002855780767276883
cut,underwear,0.0025708486791700125
cut,ten,0.0023806788958609104
cut,perfume,0.002378626260906458
cut,seven,0.0022867827210575342
cut,six,0.002045938977971673
cut,pictures,0.001933951280079782
cut,prints,0.0019269637996330857
cut,them,0.001877238042652607
cut,eight,0.0018655945314094424
cut,black,0.0018550155218690634
cut,yesterday,0.0018409122712910175
cut,buttons,0.001782741630449891
cut,pants,0.0017646914348006248
cut,1,0.0016323833260685205
cut,socks,0.0015664901584386826
cut,plastic,0.00152675062417984
cut,shoes,0.0015166300581768155
cut,nine,0.0014447487192228436
cut,me,0.0012929098447784781
cut,tags,0.0012741816462948918
cut,shorts,0.0011394392931833863
cut,clothes,0.0011297906748950481
cut,panties,0.001113925245590508
cut,cherry,0.001103210379369557
cut,jewelry,0.0010557461064308882
cut,twenty,0.001033336971886456
cut,yellow,0.0010210825130343437
cut,leather,0.0010010594269260764
cut,shirts,0.0008865068666636944
cut,copies,0.000854122859891504
cut,my,0.000844462716486305
cut,2,0.0008240704191848636
cut,patches,0.0008198805153369904
cut,hope,0.0008106945897452533
cut,silver,0.0008011889876797795
cut,boxers,0.0007536450284533203
cut,hers,0.0007196977385319769
cut,paper,0.000712301058229059
cut,stock,0.0007091144798323512
cut,chocolate,0.0006970097310841084
cut,tape,0.0006818147958256304
cut,pockets,0.0006811922066845
cut,to,0.0006722836988046765
cut,samples,0.0006251772865653038
cut,instructions,0.0006106277578510344
cut,moss,0.0006090557435527444
cut,eyes,0.0005839698715135455
cut,books,0.0005641261232085526
cut,seconds,0.0005627544596791267
cut,once,0.0005572805530391634
cut,um,0.0005252612172625959
cut,today,0.0005205030320212245
cut,candy,0.0005202176980674267
cut,those,0.0005172011442482471
cut,ms,0.0005148672498762608
cut,online,0.0005070551414974034
cut,matches,0.0005054090870544314
cut,memories,0.0005032001063227654
cut,hair,0.0005015706992708147
cut,batteries,0.00048683956265449524
cut,rags,0.0004833228013012558
cut,nails,0.0004787118814419955
cut,pen,0.00047637830721214414
cut,pink,0.00047126159188337624
cut,towels,0.00046734456554986537
cut,bits,0.00045787234557792544
cut,the,0.0004575681232381612
cut,her,0.0004550775629468262
cut,red,0.0004359762533567846
cut,clearance,0.000423761666752398
cut,crap,0.00042330040014348924
cut,shit,0.0004190843610558659
cut,blue,0.0004173014604020864
cut,twelve,0.00041173078352585435
cut,myself,0.0004078446654602885
cut,stuff,0.0004046659742016345
cut,coffee,0.00040338249527849257
cut,zip,0.0003902994794771075
cut,supplies,0.0003889276413246989
cut,trash,0.00038791768020018935
cut,3,0.0003829989000223577
fridge,water,0.9598788619041443
fridge,beer,0.013515306636691093
fridge,soda,0.009608945809304714
fridge,juice,0.003727230243384838
fridge,milk,0.002278032014146447
fridge,coffee,0.001995523925870657
fridge,wine,0.0007875633891671896
fridge,coke,0.000702542660292238
fridge,tea,0.0006466949707828462
fridge,fruit,0.000498052395414561
fridge,ice,0.000454976805485785
fridge,cereal,0.00034511025296524167
fridge,chocolate,0.0003038048162125051
fridge,one,0.0002955490199383348
fridge,whiskey,0.00028030466637574136
fridge,rum,0.0002080845442833379
fridge,salt,0.00014170241774991155
fridge,blood,0.00013937904441263527
fridge,sandwiches,0.0001353940460830927
fridge,bread,0.00011050665489165112
fridge,food,0.00010182292317040265
fridge,tuna,9.641015640227124e-05
fridge,port,9.417260298505425e-05
fridge,soup,8.883677219273522e-05
fridge,some,8.72739328769967e-05
fridge,shorts,8.625962800579146e-05
fridge,apples,8.065855945460498e-05
fridge,two,8.054010686464608e-05
fridge,tequila,7.974493928486481e-05
fridge,bananas,7.84998555900529e-05
fridge,chips,6.823360308771953e-05
fridge,this,6.823060539318249e-05
fridge,sugar,6.4814870711416e-05
fridge,vodka,5.8781839470611885e-05
fridge,dinner,5.672857878380455e-05
fridge,gum,5.436519859358668e-05
fridge,pizza,5.304605292622e-05
fridge,ale,5.073346255812794e-05
fridge,rocks,4.945831824443303e-05
fridge,candy,4.850979894399643e-05
fridge,beers,4.850864570471458e-05
fridge,alcohol,4.680118945543654e-05
fridge,pasta,4.6227760321926326e-05
fridge,air,4.4480890210252255e-05
fridge,eggs,4.330685987952165e-05
fridge,ash,3.9917078538564965e-05
fridge,breakfast,3.402067522983998e-05
fridge,bourbon,3.3100121072493494e-05
fridge,mine,3.296406430308707e-05
fridge,gas,3.0237904866226017e-05
fridge,lunch,2.936927558039315e-05
fridge,guinness,2.923388638009783e-05
fridge,honey,2.9087108487146907e-05
fridge,sake,2.8408754587871954e-05
fridge,glass,2.770388891804032e-05
fridge,egg,2.7338102881913073e-05
fridge,liquor,2.6437430278747343e-05
fridge,me,2.590912663436029e-05
fridge,desert,2.5367831767653115e-05
fridge,pepsi,2.500695154594723e-05
fridge,pie,2.4896706236177124e-05
fridge,peanuts,2.2984244424151257e-05
fridge,scotch,2.286086601088755e-05
fridge,mac,2.254829087178223e-05
fridge,medicine,2.204277006967459e-05
fridge,cash,2.1620855477522127e-05
fridge,half,2.081191814795602e-05
fridge,cheese,2.0350023987703025e-05
fridge,chili,1.9645092834252864e-05
fridge,pop,1.9577108105295338e-05
fridge,sap,1.946449810930062e-05
fridge,onions,1.9380904632271267e-05
fridge,cream,1.933084240590688e-05
fridge,cans,1.7910735550685786e-05
fridge,popcorn,1.7745627701515332e-05
fridge,thirst,1.7270493117393926e-05
fridge,you,1.7265881979255937e-05
fridge,plastic,1.665021773078479e-05
fridge,tablets,1.664469345996622e-05
fridge,cookies,1.6530446373508312e-05
fridge,light,1.6107867850223556e-05
fridge,oil,1.6081834473880008e-05
fridge,fish,1.5637195247109048e-05
fridge,lime,1.546212297398597e-05
fridge,sip,1.5272076780092902e-05
fridge,stuff,1.5227631593006663e-05
fridge,jelly,1.4447567991737742e-05
fridge,thirsty,1.4067296433495358e-05
fridge,movies,1.3865260370948818e-05
fridge,crap,1.3838219274475705e-05
fridge,enough,1.3399076124187559e-05
fridge,salad,1.330051054537762e-05
fridge,vanilla,1.3017768651479855e-05
fridge,butter,1.2985417924937792e-05
fridge,apple,1.2332981896179263e-05
fridge,liquid,1.2038055501761846e-05
fridge,pudding,1.1893598639289849e-05
fridge,grapes,1.1689647180901375e-05
fridge,syrup,1.139009964390425e-05
fridge,jam,1.1384094250388443e-05
gym,one,0.16266141831874847
gym,football,0.14256441593170166
gym,basketball,0.06419982761144638
gym,boxing,0.0542401522397995
gym,sports,0.04282376915216446
gym,two,0.03313348442316055
gym,wrestling,0.030443092808127403
gym,volleyball,0.026892952620983124
gym,karate,0.02405918948352337
gym,gym,0.02306598238646984
gym,three,0.022417571395635605
gym,bowling,0.021991461515426636
gym,swimming,0.015233345329761505
gym,taekwondo,0.014197197742760181
gym,boxers,0.012793493457138538
gym,gymnastics,0.012333573773503304
gym,four,0.010975148528814316
gym,soccer,0.009729250334203243
gym,dance,0.008697131648659706
gym,men,0.008552534505724907
gym,badminton,0.008501960895955563
gym,five,0.007886662147939205
gym,exercise,0.0074254353530704975
gym,english,0.005899940617382526
gym,yoga,0.005848781205713749
gym,1,0.005376538727432489
gym,judo,0.005321004893630743
gym,dancing,0.0052897874265909195
gym,fitness,0.005030994303524494
gym,softball,0.004906059708446264
gym,boys,0.004643236752599478
gym,singles,0.004260337445884943
gym,track,0.0042324187234044075
gym,lacrosse,0.0040495130233466625
gym,classes,0.0036819898523390293
gym,training,0.003627440659329295
gym,3,0.0034284915309399366
gym,athletics,0.0031644077971577644
gym,2,0.003124670358374715
gym,girls,0.0031058823224157095
gym,ballet,0.0030062589794397354
gym,tennis,0.0029964898712933064
gym,baseball,0.0024740961380302906
gym,ten,0.0023452769964933395
gym,six,0.002163512632250786
gym,math,0.002067961497232318
gym,us,0.002055815188214183
gym,golf,0.0020499613601714373
gym,dances,0.002038719831034541
gym,exercises,0.00201063952408731
gym,cheerleading,0.001996770268306136
gym,business,0.001955941319465637
gym,seven,0.0018858223920688033
gym,juniors,0.0018068896606564522
gym,weight,0.0017353387083858252
gym,theory,0.0016460706247016788
gym,nine,0.0015811864286661148
gym,strength,0.0015313506592065096
gym,beauty,0.0015233381418511271
gym,activities,0.001508463523350656
gym,pe,0.0014383555389940739
gym,me,0.001387270400300622
gym,hockey,0.001317561138421297
gym,ones,0.0012738433433696628
gym,weightlifting,0.001268902444280684
gym,basic,0.0011411908781155944
gym,4,0.001139639993198216
gym,academics,0.0011376646580174565
gym,science,0.0010655277874320745
gym,music,0.00105684669688344
gym,sport,0.0010161811951547861
gym,health,0.0010063465451821685
gym,spanish,0.001000190619379282
gym,ap,0.0009803256252780557
gym,snooker,0.000979384290985763
gym,movies,0.000928952475078404
gym,conditioning,0.0008866311400197446
gym,10,0.0008775978931225836
gym,b,0.0008696360164321959
gym,surfing,0.0008621664019301534
gym,biology,0.0007850095862522721
gym,club,0.0007770383381284773
gym,male,0.0007558350334875286
gym,eight,0.0007548207649961114
gym,ropes,0.0007375298300758004
gym,netball,0.0007305034669116139
gym,trainers,0.0007140865782275796
gym,5,0.0006973445415496826
gym,women,0.0006956364959478378
gym,cheer,0.0006916660931892693
gym,rugby,0.0006517930305562913
gym,twelve,0.0006451714434660971
gym,fun,0.0006428829510696232
gym,7,0.000635907519608736
gym,mma,0.0006215414614416659
gym,200,0.0006146837840788066
gym,team,0.0006102738552726805
gym,weapons,0.0006019706488586962
gym,athletes,0.0005986924516037107
gym,you,0.0005957944085821509
hot,coffee,0.12359460443258286
hot,beer,0.1166096180677414
hot,water,0.06373053789138794
hot,electricity,0.04422150179743767
hot,presents,0.039734140038490295
hot,one,0.03746321424841881
hot,tea,0.03208933770656586
hot,candles,0.028679698705673218
hot,towels,0.026122502982616425
hot,two,0.022278547286987305
hot,chocolate,0.020199676975607872
hot,me,0.01410704106092453
hot,milk,0.013751749880611897
hot,champagne,0.011948912404477596
hot,balloons,0.010505340062081814
hot,guests,0.00929808709770441
hot,movies,0.008939427323639393
hot,tv,0.00856680329889059
hot,money,0.008092050440609455
hot,supplies,0.006915790028870106
hot,gas,0.006543044466525316
hot,family,0.006459258962422609
hot,cookies,0.006144499406218529
hot,sandwiches,0.0061412774957716465
hot,salt,0.006128768436610699
hot,summer,0.005960965063422918
hot,five,0.005501709412783384
hot,you,0.005437286105006933
hot,breakfast,0.005433258600533009
hot,sugar,0.005298248957842588
hot,four,0.005084824748337269
hot,sonar,0.005082051735371351
hot,ice,0.0049103847704827785
hot,insurance,0.004704641178250313
hot,us,0.0040196701884269714
hot,books,0.004018436186015606
hot,groceries,0.00397735508158803
hot,asthma,0.003944149240851402
hot,ten,0.0035894697066396475
hot,three,0.0035024594981223345
hot,dinner,0.0034699509851634502
hot,horses,0.0034516104497015476
hot,tuna,0.0034489186946302652
hot,peanuts,0.0031556261237710714
hot,beers,0.0030567559879273176
hot,boats,0.00276174652390182
hot,alcohol,0.0026409276761114597
hot,tradition,0.002616542624309659
hot,tomatoes,0.002610869240015745
hot,nine,0.0025522620417177677
hot,seven,0.0024283048696815968
hot,spirits,0.0022869014646857977
hot,whiskey,0.0021429655607789755
hot,vanilla,0.0021425015293061733
hot,wine,0.0021033636294305325
hot,brandy,0.0020962883718311787
hot,lobster,0.002077812096104026
hot,garlic,0.002075202064588666
hot,twelve,0.0020488023292273283
hot,magic,0.0020189727656543255
hot,vodka,0.001975635066628456
hot,company,0.0019700415432453156
hot,television,0.001944006304256618
hot,liquor,0.0019325639586895704
hot,weekends,0.0019172139000147581
hot,trout,0.0018976281862705946
hot,eight,0.0018903561867773533
hot,cash,0.0018796493532136083
hot,shorts,0.0018343711271882057
hot,sheets,0.0018185534281656146
hot,food,0.0017840445507317781
hot,eleven,0.0017661965684965253
hot,eyes,0.0015109701780602336
hot,oceans,0.0014352148864418268
hot,dogs,0.0014188946224749088
hot,pictures,0.0013856453588232398
hot,chili,0.0013709107879549265
hot,oil,0.0013510502176359296
hot,gills,0.0013398178853094578
hot,kids,0.001335045089945197
hot,air,0.0013217015657573938
hot,port,0.001303300610743463
hot,popcorn,0.0012852343497797847
hot,bills,0.0012844110606238246
hot,six,0.0012823536526411772
hot,cabins,0.001271911896765232
hot,twenty,0.0012635468738153577
hot,dreams,0.001232558279298246
hot,baths,0.001230626250617206
hot,stove,0.0012197935720905662
hot,pool,0.001214959193021059
hot,christmas,0.0011146563338115811
hot,gifts,0.0010943433735519648
hot,traditions,0.0010928320698440075
hot,hay,0.0010737152770161629
hot,english,0.0010697200195863843
hot,shoes,0.0010518457274883986
hot,cars,0.0010501618962734938
hot,mushrooms,0.001032553380355239
hot,oxygen,0.0010174926137551665
mall,one,0.18305432796478271
mall,two,0.09168752282857895
mall,shops,0.06272289901971817
mall,lunch,0.04888419806957245
mall,food,0.045911598950624466
mall,restaurants,0.02648686245083809
mall,three,0.024445585906505585
mall,bathrooms,0.023578763008117676
mall,stores,0.01566299982368946
mall,stalls,0.011832064017653465
mall,parking,0.011169751174747944
mall,windows,0.010925674811005592
mall,us,0.010757304728031158
mall,pizza,0.010423831641674042
mall,cars,0.009807086549699306
mall,coffee,0.009770547971129417
mall,outlets,0.009173120371997356
mall,crap,0.008944719098508358
mall,movies,0.00796971470117569
mall,floors,0.006582810077816248
mall,five,0.006530094426125288
mall,seven,0.006216695532202721
mall,1,0.005854956340044737
mall,openings,0.005697615910321474
mall,flowers,0.005536582786589861
mall,twelve,0.005439083557575941
mall,four,0.005305001512169838
mall,water,0.00507055688649416
mall,six,0.00501314178109169
mall,boxes,0.004976492375135422
mall,entrance,0.004897101316601038
mall,employees,0.0047792596742510796
mall,2,0.004719612654298544
mall,me,0.004449422471225262
mall,eleven,0.004364207852631807
mall,kids,0.004002951551228762
mall,7,0.003985285293310881
mall,vegetables,0.00345339672639966
mall,ten,0.0032518170773983
mall,shoes,0.003205012995749712
mall,eight,0.002918887883424759
mall,customers,0.002904038643464446
mall,aisles,0.0028317284304648638
mall,retail,0.0026329043321311474
mall,tables,0.002630577888339758
mall,seniors,0.0026148376055061817
mall,vendors,0.0025742175057530403
mall,12,0.002518785884603858
mall,bananas,0.0024694346357136965
mall,twenty,0.0024641461204737425
mall,doors,0.002410992980003357
mall,phones,0.002409218577668071
mall,english,0.0023966284934431314
mall,lots,0.0023940219543874264
mall,3,0.0022316419053822756
mall,clothes,0.0021982297766953707
mall,sears,0.00215523736551404
mall,sections,0.0021239251364022493
