manifest_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,analysis_inclusion_status,has_hu_test_suite,source_prompt_file,source_row_id,prompt_provenance,trigger_token_ids_json,trigger_tokens_json,trigger_token_logprobs_json,trigger_token_count,trigger_logprob_sum,trigger_logprob_mean,trigger_tokenization_mode,query_token_ids_json,query_tokens_json,query_token_logprobs_json,query_token_count,query_logprob_sum,query_logprob_mean,query_tokenization_mode,query_minus_trigger_logprob_sum,query_minus_trigger_logprob_mean,scoring_row_key,scorer_version,manifest_sha256,model_identifier,model_revision,model_revision_source,resolved_model_path,tokenizer_name_or_path,tokenizer_class,model_class,requested_dtype,actual_model_dtype,device_map,local_files_only,torch_version,transformers_version,scored_at_utc
1.0,hu_2023_benchmark,g18,scalar_inference,g18_046,g18::adequate/good,g18_046,no_frame,It is ,adequate,good,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_046,weak_sentence_slot_from_first_clause,[25532],"[""Ġadequate""]",[-12.672215461730957],1,-12.672215461730957,-12.672215461730957,exact_concat,[1661],"[""Ġgood""]",[-6.742527484893799],1,-6.742527484893799,-6.742527484893799,exact_concat,5.929687976837158,5.929687976837158,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_046""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_049,g18::bent/twisted,g18_049,no_frame,It is ,bent,twisted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_049,weak_sentence_slot_from_first_clause,[29180],"[""Ġbent""]",[-15.680027961730957],1,-15.680027961730957,-15.680027961730957,exact_concat,[37717],"[""Ġtwisted""]",[-15.664402961730957],1,-15.664402961730957,-15.664402961730957,exact_concat,0.015625,0.015625,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_049""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_050,g18::palatable/delicious,g18_050,no_frame,It is ,palatable,delicious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_050,weak_sentence_slot_from_first_clause,"[10854, 15086]","[""Ġpal"", ""atable""]","[-14.711277961730957, -0.33049750328063965]",2,-15.041775465011597,-7.520887732505798,exact_concat,[17923],"[""Ġdelicious""]",[-9.945652961730957],1,-9.945652961730957,-9.945652961730957,exact_concat,5.09612250328064,-2.4247652292251587,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_050""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_051,g18::cold/freezing,g18_051,no_frame,It is ,cold,freezing,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_051,weak_sentence_slot_from_first_clause,[9255],"[""Ġcold""]",[-8.211277961730957],1,-8.211277961730957,-8.211277961730957,exact_concat,[42218],"[""Ġfreezing""]",[-9.742527961730957],1,-9.742527961730957,-9.742527961730957,exact_concat,-1.53125,-1.53125,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_051""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_053,g18::hard/unsolvable,g18_053,no_frame,It is ,hard,unsolvable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_053,weak_sentence_slot_from_first_clause,[2588],"[""Ġhard""]",[-5.117527484893799],1,-5.117527484893799,-5.117527484893799,exact_concat,"[6975, 88097]","[""Ġuns"", ""olvable""]","[-12.492527961730957, -5.808989524841309]",2,-18.301517486572266,-9.150758743286133,exact_concat,-13.183990001678467,-4.033231258392334,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_053""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_054,g18::cleanish/clean,g18_054,no_frame,It is ,cleanish,clean,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_054,weak_sentence_slot_from_first_clause,"[4240, 812]","[""Ġclean"", ""ish""]","[-10.648777961730957, -10.1231050491333]",2,-20.771883010864258,-10.385941505432129,exact_concat,[4240],"[""Ġclean""]",[-10.648777961730957],1,-10.648777961730957,-10.648777961730957,exact_concat,10.1231050491333,-0.2628364562988281,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_054""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_055,g18::good/perfect,g18_055,no_frame,It is ,good,perfect,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_055,weak_sentence_slot_from_first_clause,[1661],"[""Ġgood""]",[-6.742527484893799],1,-6.742527484893799,-6.742527484893799,exact_concat,[4727],"[""Ġperfect""]",[-10.320652961730957],1,-10.320652961730957,-10.320652961730957,exact_concat,-3.578125476837158,-3.578125476837158,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_055""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_056,g18::possible/certain,g18_056,no_frame,It is ,possible,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_056,weak_sentence_slot_from_first_clause,[3204],"[""Ġpossible""]",[-4.555027484893799],1,-4.555027484893799,-4.555027484893799,exact_concat,[3654],"[""Ġcertain""]",[-8.648777961730957],1,-8.648777961730957,-8.648777961730957,exact_concat,-4.093750476837158,-4.093750476837158,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_056""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_057,g18::unsettling/horrific,g18_057,no_frame,It is ,unsettling,horrific,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_057,weak_sentence_slot_from_first_clause,[90980],"[""Ġunsettling""]",[-12.031590461730957],1,-12.031590461730957,-12.031590461730957,exact_concat,[46222],"[""Ġhorrific""]",[-14.125340461730957],1,-14.125340461730957,-14.125340461730957,exact_concat,-2.09375,-2.09375,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_057""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_058,g18::quiet/inaudible,g18_058,no_frame,It is ,quiet,inaudible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_058,weak_sentence_slot_from_first_clause,[11340],"[""Ġquiet""]",[-9.617527961730957],1,-9.617527961730957,-9.617527961730957,exact_concat,"[304, 7880, 1238]","[""Ġin"", ""aud"", ""ible""]","[-6.055027484893799, -10.33423137664795, -0.036250364035367966]",3,-16.425509225577116,-5.475169741859038,exact_concat,-6.807981263846159,4.142358219871919,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_058""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_059,g18::good/excellent,g18_059,no_frame,It is ,good,excellent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_059,weak_sentence_slot_from_first_clause,[1661],"[""Ġgood""]",[-6.742527484893799],1,-6.742527484893799,-6.742527484893799,exact_concat,[9073],"[""Ġexcellent""]",[-10.617527961730957],1,-10.617527961730957,-10.617527961730957,exact_concat,-3.875000476837158,-3.875000476837158,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_059""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_060,g18::mediocre/bad,g18_060,no_frame,It is ,mediocre,bad,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_060,weak_sentence_slot_from_first_clause,[67380],"[""Ġmediocre""]",[-15.758152961730957],1,-15.758152961730957,-15.758152961730957,exact_concat,[3873],"[""Ġbad""]",[-8.492527961730957],1,-8.492527961730957,-8.492527961730957,exact_concat,7.265625,7.265625,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_060""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_061,g18::warm/hot,g18_061,no_frame,It is ,warm,hot,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_061,weak_sentence_slot_from_first_clause,[8205],"[""Ġwarm""]",[-9.148777961730957],1,-9.148777961730957,-9.148777961730957,exact_concat,[4017],"[""Ġhot""]",[-8.523777961730957],1,-8.523777961730957,-8.523777961730957,exact_concat,0.625,0.625,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_061""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_062,g18::allowed/obligatory,g18_062,no_frame,It is ,allowed,obligatory,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_062,weak_sentence_slot_from_first_clause,[5420],"[""Ġallowed""]",[-10.398777961730957],1,-10.398777961730957,-10.398777961730957,exact_concat,[96924],"[""Ġobligatory""]",[-11.242527961730957],1,-11.242527961730957,-11.242527961730957,exact_concat,-0.84375,-0.84375,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_062""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_063,g18::rare/extinct,g18_063,no_frame,It is ,rare,extinct,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_063,weak_sentence_slot_from_first_clause,[8848],"[""Ġrare""]",[-6.773777484893799],1,-6.773777484893799,-6.773777484893799,exact_concat,[68818],"[""Ġextinct""]",[-16.49252700805664],1,-16.49252700805664,-16.49252700805664,exact_concat,-9.718749523162842,-9.718749523162842,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_063""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_064,g18::difficult/impossible,g18_064,no_frame,It is ,difficult,impossible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_064,weak_sentence_slot_from_first_clause,[5000],"[""Ġdifficult""]",[-5.586277484893799],1,-5.586277484893799,-5.586277484893799,exact_concat,[11997],"[""Ġimpossible""]",[-5.992527484893799],1,-5.992527484893799,-5.992527484893799,exact_concat,-0.40625,-0.40625,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_064""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_065,g18::cheap/free,g18_065,no_frame,It is ,cheap,free,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_065,weak_sentence_slot_from_first_clause,[11872],"[""Ġcheap""]",[-11.148777961730957],1,-11.148777961730957,-11.148777961730957,exact_concat,[1910],"[""Ġfree""]",[-9.180027961730957],1,-9.180027961730957,-9.180027961730957,exact_concat,1.96875,1.96875,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_065""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_066,g18::scarce/unavailable,g18_066,no_frame,It is ,scarce,unavailable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_066,weak_sentence_slot_from_first_clause,[58190],"[""Ġscarce""]",[-14.074559211730957],1,-14.074559211730957,-14.074559211730957,exact_concat,[34987],"[""Ġunavailable""]",[-14.398777961730957],1,-14.398777961730957,-14.398777961730957,exact_concat,-0.32421875,-0.32421875,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_066""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_067,g18::satifisfactory/impeccable,g18_067,no_frame,It is ,satifisfactory,impeccable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_067,weak_sentence_slot_from_first_clause,"[7578, 333, 285, 21618]","[""Ġsat"", ""if"", ""is"", ""factory""]","[-14.851902961730957, -6.470269203186035, -2.05617618560791, -0.7619061470031738]",4,-24.140254497528076,-6.035063624382019,exact_concat,[88546],"[""Ġimpeccable""]",[-15.140965461730957],1,-15.140965461730957,-15.140965461730957,exact_concat,8.99928903579712,-9.105901837348938,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_067""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
1.0,hu_2023_benchmark,g18,scalar_inference,g18_068,g18::likely/certain,g18_068,no_frame,It is ,likely,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_068,weak_sentence_slot_from_first_clause,[4363],"[""Ġlikely""]",[-7.492527484893799],1,-7.492527484893799,-7.492527484893799,exact_concat,[3654],"[""Ġcertain""]",[-8.648777961730957],1,-8.648777961730957,-8.648777961730957,exact_concat,-1.1562504768371582,-1.1562504768371582,"[""hu_2023_benchmark"",""g18"",""scalar_inference"",""g18_068""]",1.0,77ae6bd5271ace94df0cc6b1b07dc3baf54751015f3b9eee2ec7b859266a647b,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,huggingface_cache_ref_main,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,Qwen2TokenizerFast,Qwen2ForCausalLM,bfloat16,bfloat16,auto,True,2.3.0+cu121,4.56.2,2026-07-13T17:44:11.234860+00:00
