manifest_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,analysis_inclusion_status,has_hu_test_suite,source_prompt_file,source_row_id,prompt_provenance
1.0,hu_2023_benchmark,g18,scalar_inference,g18_048,g18::wary/scared,g18_048,no_frame,He is ,wary,scared,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_048,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_049,g18::bent/twisted,g18_049,no_frame,It is ,bent,twisted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_049,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_050,g18::palatable/delicious,g18_050,no_frame,It is ,palatable,delicious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_050,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_051,g18::cold/freezing,g18_051,no_frame,It is ,cold,freezing,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_051,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_052,g18::annoyed/angry,g18_052,no_frame,She is ,annoyed,angry,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_052,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_053,g18::hard/unsolvable,g18_053,no_frame,It is ,hard,unsolvable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_053,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_054,g18::cleanish/clean,g18_054,no_frame,It is ,cleanish,clean,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_054,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_055,g18::good/perfect,g18_055,no_frame,It is ,good,perfect,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_055,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_056,g18::possible/certain,g18_056,no_frame,It is ,possible,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_056,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_057,g18::unsettling/horrific,g18_057,no_frame,It is ,unsettling,horrific,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_057,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_058,g18::quiet/inaudible,g18_058,no_frame,It is ,quiet,inaudible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_058,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_059,g18::good/excellent,g18_059,no_frame,It is ,good,excellent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_059,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_060,g18::mediocre/bad,g18_060,no_frame,It is ,mediocre,bad,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_060,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_061,g18::warm/hot,g18_061,no_frame,It is ,warm,hot,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_061,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_062,g18::allowed/obligatory,g18_062,no_frame,It is ,allowed,obligatory,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_062,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_063,g18::rare/extinct,g18_063,no_frame,It is ,rare,extinct,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_063,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_064,g18::difficult/impossible,g18_064,no_frame,It is ,difficult,impossible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_064,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_065,g18::cheap/free,g18_065,no_frame,It is ,cheap,free,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_065,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_066,g18::scarce/unavailable,g18_066,no_frame,It is ,scarce,unavailable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_066,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_067,g18::satifisfactory/impeccable,g18_067,no_frame,It is ,satifisfactory,impeccable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_067,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_068,g18::likely/certain,g18_068,no_frame,It is ,likely,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_068,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_069,g18::low/depleted,g18_069,no_frame,It is ,low,depleted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_069,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,g18,scalar_inference,g18_070,g18::sleepy/asleep,g18_070,no_frame,He is ,sleepy,asleep,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,g18_070,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_001,pvt21::amazing/miraculous,pvt21_001,no_frame,His achievement was ,amazing,miraculous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_001,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_002,pvt21::angry/violent,pvt21_002,no_frame,The character was ,angry,violent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_002,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_003,pvt21::big/huge,pvt21_003,no_frame,The building was ,big,huge,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_003,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_004,pvt21::bizarre/surreal,pvt21_004,no_frame,The movie was ,bizarre,surreal,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_004,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_005,pvt21::bright/brilliant,pvt21_005,no_frame,The student was ,bright,brilliant,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_005,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_006,pvt21::busy/full,pvt21_006,no_frame,The restaurant was ,busy,full,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_006,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_007,pvt21::calm/meditative,pvt21_007,no_frame,The music was ,calm,meditative,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_007,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_008,pvt21::casual/sloppy,pvt21_008,no_frame,His style was ,casual,sloppy,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_008,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_009,pvt21::cold/frosty,pvt21_009,no_frame,His tone was ,cold,frosty,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_009,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_010,pvt21::comfortable/luxurious,pvt21_010,no_frame,The accommodations were ,comfortable,luxurious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_010,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_011,pvt21::cool/cold,pvt21_011,no_frame,The nights were ,cool,cold,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_011,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_012,pvt21::cute/beautiful,pvt21_012,no_frame,His girlfriend was ,cute,beautiful,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_012,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_013,pvt21::damp/wet,pvt21_013,no_frame,The sand was ,damp,wet,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_013,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_014,pvt21::dark/black,pvt21_014,no_frame,The sky was ,dark,black,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_014,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_015,pvt21::decent/great,pvt21_015,no_frame,His haircut was ,decent,great,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_015,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_016,pvt21::dry/arid,pvt21_016,no_frame,The climate was ,dry,arid,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_016,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_017,pvt21::elegant/ostentatious,pvt21_017,no_frame,The decor was ,elegant,ostentatious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_017,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_018,pvt21::emotional/sentimental,pvt21_018,no_frame,The film was ,emotional,sentimental,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_018,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_019,pvt21::enjoyable/great,pvt21_019,no_frame,The novel was ,enjoyable,great,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_019,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_020,pvt21::evil/satanic,pvt21_020,no_frame,The cult was ,evil,satanic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_020,weak_sentence_slot_from_first_clause
