manifest_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,analysis_inclusion_status,has_hu_test_suite,source_prompt_file,source_row_id,prompt_provenance,score_trigger,score_query
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_011__template_default__special_unique::x_but_not_y,g18::special/unique,g18_011,x_but_not_y,"It is special, but not ",special,unique,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_011__template_default__special_unique,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_012__template_default__snug_tight::x_but_not_y,g18::snug/tight,g18_012,x_but_not_y,"It is snug, but not ",snug,tight,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_012__template_default__snug_tight,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_013__template_default__happy_delighted::x_but_not_y,g18::happy/delighted,g18_013,x_but_not_y,"He is happy, but not ",happy,delighted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_013__template_default__happy_delighted,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_014__template_default__intelligent_brilliant::x_but_not_y,g18::intelligent/brilliant,g18_014,x_but_not_y,"He is intelligent, but not ",intelligent,brilliant,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_014__template_default__intelligent_brilliant,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_015__template_default__pretty_gorgeous::x_but_not_y,g18::pretty/gorgeous,g18_015,x_but_not_y,"She is pretty, but not ",pretty,gorgeous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_015__template_default__pretty_gorgeous,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_016__template_default__ugly_hideous::x_but_not_y,g18::ugly/hideous,g18_016,x_but_not_y,"He is ugly, but not ",ugly,hideous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_016__template_default__ugly_hideous,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_017__template_default__unkind_nasty::x_but_not_y,g18::unkind/nasty,g18_017,x_but_not_y,"He is unkind, but not ",unkind,nasty,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_017__template_default__unkind_nasty,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_018__template_default__dry_parched::x_but_not_y,g18::dry/parched,g18_018,x_but_not_y,"It is dry, but not ",dry,parched,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_018__template_default__dry_parched,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_019__template_default__large_gigantic::x_but_not_y,g18::large/gigantic,g18_019,x_but_not_y,"It is large, but not ",large,gigantic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_019__template_default__large_gigantic,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_020__template_default__content_happy::x_but_not_y,g18::content/happy,g18_020,x_but_not_y,"He is content, but not ",content,happy,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_020__template_default__content_happy,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_021__template_default__small_tiny::x_but_not_y,g18::small/tiny,g18_021,x_but_not_y,"It is small, but not ",small,tiny,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_021__template_default__small_tiny,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_022__template_default__wet_soaked::x_but_not_y,g18::wet/soaked,g18_022,x_but_not_y,"It is wet, but not ",wet,soaked,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_022__template_default__wet_soaked,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_023__template_default__calm_unflappable::x_but_not_y,g18::calm/unflappable,g18_023,x_but_not_y,"She is calm, but not ",calm,unflappable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_023__template_default__calm_unflappable,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_024__template_default__sickish_sick::x_but_not_y,g18::sickish/sick,g18_024,x_but_not_y,"He is sickish, but not ",sickish,sick,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_024__template_default__sickish_sick,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_025__template_default__clean_spotless::x_but_not_y,g18::clean/spotless,g18_025,x_but_not_y,"It is clean, but not ",clean,spotless,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_025__template_default__clean_spotless,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_026__template_default__funny_hilarious::x_but_not_y,g18::funny/hilarious,g18_026,x_but_not_y,"That is funny, but not ",funny,hilarious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_026__template_default__funny_hilarious,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_027__template_default__light_white::x_but_not_y,g18::light/white,g18_027,x_but_not_y,"That is light, but not ",light,white,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_027__template_default__light_white,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_028__template_default__rainy_pouring::x_but_not_y,g18::rainy/pouring,g18_028,x_but_not_y,"It is rainy, but not ",rainy,pouring,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_028__template_default__rainy_pouring,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_029__template_default__unhappy_miserable::x_but_not_y,g18::unhappy/miserable,g18_029,x_but_not_y,"She is unhappy, but not ",unhappy,miserable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_029__template_default__unhappy_miserable,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_030__template_default__tired_exhausted::x_but_not_y,g18::tired/exhausted,g18_030,x_but_not_y,"He is tired, but not ",tired,exhausted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_030__template_default__tired_exhausted,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_031__template_default__damp_wet::x_but_not_y,g18::damp/wet,g18_031,x_but_not_y,"It is damp, but not ",damp,wet,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_031__template_default__damp_wet,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_032__template_default__poor_destitute::x_but_not_y,g18::poor/destitute,g18_032,x_but_not_y,"She is poor, but not ",poor,destitute,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_032__template_default__poor_destitute,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_033__template_default__old_ancient::x_but_not_y,g18::old/ancient,g18_033,x_but_not_y,"That is old, but not ",old,ancient,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_033__template_default__old_ancient,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_034__template_default__scared_petrified::x_but_not_y,g18::scared/petrified,g18_034,x_but_not_y,"She is scared, but not ",scared,petrified,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_034__template_default__scared_petrified,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_035__template_default__silly_idiotic::x_but_not_y,g18::silly/idiotic,g18_035,x_but_not_y,"That is silly, but not ",silly,idiotic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_035__template_default__silly_idiotic,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_036__template_default__chubby_fat::x_but_not_y,g18::chubby/fat,g18_036,x_but_not_y,"She is chubby, but not ",chubby,fat,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_036__template_default__chubby_fat,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_037__template_default__loud_defeaning::x_but_not_y,g18::loud/defeaning,g18_037,x_but_not_y,"It is loud, but not ",loud,defeaning,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_037__template_default__loud_defeaning,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_038__template_default__hot_scalding::x_but_not_y,g18::hot/scalding,g18_038,x_but_not_y,"It is hot, but not ",hot,scalding,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_038__template_default__hot_scalding,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_039__template_default__memorable_unforgettable::x_but_not_y,g18::memorable/unforgettable,g18_039,x_but_not_y,"It is memorable, but not ",memorable,unforgettable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_039__template_default__memorable_unforgettable,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_040__template_default__dark_black::x_but_not_y,g18::dark/black,g18_040,x_but_not_y,"That is dark, but not ",dark,black,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_040__template_default__dark_black,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_041__template_default__hungry_starving::x_but_not_y,g18::hungry/starving,g18_041,x_but_not_y,"He is hungry, but not ",hungry,starving,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_041__template_default__hungry_starving,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_042__template_default__tipsy_drunk::x_but_not_y,g18::tipsy/drunk,g18_042,x_but_not_y,"She is tipsy, but not ",tipsy,drunk,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_042__template_default__tipsy_drunk,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_043__template_default__silly_ridiculous::x_but_not_y,g18::silly/ridiculous,g18_043,x_but_not_y,"It is silly, but not ",silly,ridiculous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_043__template_default__silly_ridiculous,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_044__template_default__faulty_non-functional::x_but_not_y,g18::faulty/non-functional,g18_044,x_but_not_y,"It is faulty, but not ",faulty,non-functional,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_044__template_default__faulty_non-functional,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_045__template_default__cool_cold::x_but_not_y,g18::cool/cold,g18_045,x_but_not_y,"It is cool, but not ",cool,cold,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_045__template_default__cool_cold,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_046__template_default__adequate_good::x_but_not_y,g18::adequate/good,g18_046,x_but_not_y,"It is adequate, but not ",adequate,good,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_046__template_default__adequate_good,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_047__template_default__sick_terminally ill::x_but_not_y,g18::sick/terminally ill,g18_047,x_but_not_y,"She is sick, but not ",sick,terminally ill,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_047__template_default__sick_terminally ill,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_048__template_default__wary_scared::x_but_not_y,g18::wary/scared,g18_048,x_but_not_y,"He is wary, but not ",wary,scared,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_048__template_default__wary_scared,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_049__template_default__bent_twisted::x_but_not_y,g18::bent/twisted,g18_049,x_but_not_y,"It is bent, but not ",bent,twisted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_049__template_default__bent_twisted,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_050__template_default__palatable_delicious::x_but_not_y,g18::palatable/delicious,g18_050,x_but_not_y,"It is palatable, but not ",palatable,delicious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_050__template_default__palatable_delicious,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_051__template_default__cold_freezing::x_but_not_y,g18::cold/freezing,g18_051,x_but_not_y,"It is cold, but not ",cold,freezing,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_051__template_default__cold_freezing,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_052__template_default__annoyed_angry::x_but_not_y,g18::annoyed/angry,g18_052,x_but_not_y,"She is annoyed, but not ",annoyed,angry,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_052__template_default__annoyed_angry,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_053__template_default__hard_unsolvable::x_but_not_y,g18::hard/unsolvable,g18_053,x_but_not_y,"It is hard, but not ",hard,unsolvable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_053__template_default__hard_unsolvable,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_054__template_default__cleanish_clean::x_but_not_y,g18::cleanish/clean,g18_054,x_but_not_y,"It is cleanish, but not ",cleanish,clean,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_054__template_default__cleanish_clean,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_055__template_default__good_perfect::x_but_not_y,g18::good/perfect,g18_055,x_but_not_y,"It is good, but not ",good,perfect,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_055__template_default__good_perfect,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_056__template_default__possible_certain::x_but_not_y,g18::possible/certain,g18_056,x_but_not_y,"It is possible, but not ",possible,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_056__template_default__possible_certain,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_057__template_default__unsettling_horrific::x_but_not_y,g18::unsettling/horrific,g18_057,x_but_not_y,"It is unsettling, but not ",unsettling,horrific,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_057__template_default__unsettling_horrific,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_058__template_default__quiet_inaudible::x_but_not_y,g18::quiet/inaudible,g18_058,x_but_not_y,"It is quiet, but not ",quiet,inaudible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_058__template_default__quiet_inaudible,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_059__template_default__good_excellent::x_but_not_y,g18::good/excellent,g18_059,x_but_not_y,"It is good, but not ",good,excellent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_059__template_default__good_excellent,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_060__template_default__mediocre_bad::x_but_not_y,g18::mediocre/bad,g18_060,x_but_not_y,"It is mediocre, but not ",mediocre,bad,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_060__template_default__mediocre_bad,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_061__template_default__warm_hot::x_but_not_y,g18::warm/hot,g18_061,x_but_not_y,"It is warm, but not ",warm,hot,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_061__template_default__warm_hot,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_062__template_default__allowed_obligatory::x_but_not_y,g18::allowed/obligatory,g18_062,x_but_not_y,"It is allowed, but not ",allowed,obligatory,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_062__template_default__allowed_obligatory,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_063__template_default__rare_extinct::x_but_not_y,g18::rare/extinct,g18_063,x_but_not_y,"It is rare, but not ",rare,extinct,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_063__template_default__rare_extinct,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_064__template_default__difficult_impossible::x_but_not_y,g18::difficult/impossible,g18_064,x_but_not_y,"It is difficult, but not ",difficult,impossible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_064__template_default__difficult_impossible,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_065__template_default__cheap_free::x_but_not_y,g18::cheap/free,g18_065,x_but_not_y,"It is cheap, but not ",cheap,free,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_065__template_default__cheap_free,hu_test_suite_region_5;query_only_standardized_rescore,False,True
1.1,hu_2023_benchmark,g18,scalar_inference,g18__g18_066__template_default__scarce_unavailable::x_but_not_y,g18::scarce/unavailable,g18_066,x_but_not_y,"It is scarce, but not ",scarce,unavailable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_exact_strong_prompts.csv,g18__g18_066__template_default__scarce_unavailable,hu_test_suite_region_5;query_only_standardized_rescore,False,True
