story,trigger,query,base_prefix,trigger_prefix,base_logprob_sum,base_logprob_mean,base_query_token_count,base_tokenization_mode,but_not_logprob_sum,but_not_logprob_mean,but_not_query_token_count,but_not_tokenization_mode,delta_logprob_sum,delta_logprob_mean
bag,makeup,crayons,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not",-8.648859080858529,-4.324429540429264,2,exact_concat,-5.957998180761933,-2.9789990903809667,2,exact_concat,2.6908609000965953,1.3454304500482976
bag,makeup,headphones,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not",-13.077948570251465,-13.077948570251465,1,exact_concat,-11.530990600585938,-11.530990600585938,1,exact_concat,1.5469579696655273,1.5469579696655273
bag,makeup,pen,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not",-3.952948808670044,-3.952948808670044,1,exact_concat,-2.9372403621673584,-2.9372403621673584,1,exact_concat,1.0157084465026855,1.0157084465026855
bag,pen,cash,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not",-13.577948570251465,-13.577948570251465,1,exact_concat,-12.662781715393066,-12.662781715393066,1,exact_concat,0.9151668548583984,0.9151668548583984
bag,pen,chalk,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not",-10.577948570251465,-10.577948570251465,1,exact_concat,-12.006531715393066,-12.006531715393066,1,exact_concat,-1.4285831451416016,-1.4285831451416016
bag,pen,crayons,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not",-8.648859080858529,-4.324429540429264,2,exact_concat,-13.243098497390747,-6.6215492486953735,2,exact_concat,-4.5942394165322185,-2.2971197082661092
bag,pen,headphones,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not",-13.077948570251465,-13.077948570251465,1,exact_concat,-14.725281715393066,-14.725281715393066,1,exact_concat,-1.6473331451416016,-1.6473331451416016
bag,pen,makeup,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ","You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not",-10.890448570251465,-10.890448570251465,1,exact_concat,-14.819031715393066,-14.819031715393066,1,exact_concat,-3.9285831451416016,-3.9285831451416016
bakery,cakes,ice cream,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have cakes but not",-3.854298908263445,-1.9271494541317225,2,exact_concat,-2.8357967883348465,-1.4178983941674232,2,exact_concat,1.0185021199285984,0.5092510599642992
bakery,cakes,muffins,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have cakes but not",-5.710582541534677,-2.8552912707673386,2,exact_concat,-3.414546250598505,-1.7072731252992526,2,exact_concat,2.296036290936172,1.148018145468086
bakery,cakes,pretzels,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have cakes but not",-7.6705989303591195,-2.5568663101197067,3,exact_concat,-8.5715840467019,-2.857194682233967,3,exact_concat,-0.9009851163427811,-0.3003283721142602
bakery,cakes,sandwiches,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have cakes but not",-9.207971572875977,-9.207971572875977,1,exact_concat,-6.223235130310059,-6.223235130310059,1,exact_concat,2.984736442565918,2.984736442565918
bakery,cakes,water,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have cakes but not",-9.551721572875977,-9.551721572875977,1,exact_concat,-9.285735130310059,-9.285735130310059,1,exact_concat,0.26598644256591797,0.26598644256591797
bakery,ice cream,cakes,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ice cream but not",-3.5829720497131348,-3.5829720497131348,1,exact_concat,-3.7158994674682617,-3.7158994674682617,1,exact_concat,-0.13292741775512695,-0.13292741775512695
bakery,ice cream,muffins,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ice cream but not",-5.710582541534677,-2.8552912707673386,2,exact_concat,-5.288364424370229,-2.6441822121851146,2,exact_concat,0.4222181171644479,0.21110905858222395
bakery,ice cream,pretzels,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ice cream but not",-7.6705989303591195,-2.5568663101197067,3,exact_concat,-9.331163136230316,-3.110387712076772,3,exact_concat,-1.6605642058711965,-0.5535214019570653
bakery,ice cream,sandwiches,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ice cream but not",-9.207971572875977,-9.207971572875977,1,exact_concat,-7.653399467468262,-7.653399467468262,1,exact_concat,1.5545721054077148,1.5545721054077148
bakery,ice cream,water,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ice cream but not",-9.551721572875977,-9.551721572875977,1,exact_concat,-8.090899467468262,-8.090899467468262,1,exact_concat,1.4608221054077148,1.4608221054077148
bakery,muffins,cakes,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have muffins but not",-3.5829720497131348,-3.5829720497131348,1,exact_concat,-3.0857205390930176,-3.0857205390930176,1,exact_concat,0.4972515106201172,0.4972515106201172
bakery,muffins,ice cream,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have muffins but not",-3.854298908263445,-1.9271494541317225,2,exact_concat,-4.30744719132781,-2.153723595663905,2,exact_concat,-0.4531482830643654,-0.2265741415321827
bakery,muffins,pretzels,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have muffins but not",-7.6705989303591195,-2.5568663101197067,3,exact_concat,-8.15776416065637,-2.7192547202187902,3,exact_concat,-0.4871652302972507,-0.16238841009908356
bakery,muffins,sandwiches,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have muffins but not",-9.207971572875977,-9.207971572875977,1,exact_concat,-7.210720539093018,-7.210720539093018,1,exact_concat,1.997251033782959,1.997251033782959
bakery,muffins,water,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have muffins but not",-9.551721572875977,-9.551721572875977,1,exact_concat,-9.710721015930176,-9.710721015930176,1,exact_concat,-0.15899944305419922,-0.15899944305419922
bakery,pretzels,cakes,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have pretzels but not",-3.5829720497131348,-3.5829720497131348,1,exact_concat,-3.687950849533081,-3.687950849533081,1,exact_concat,-0.10497879981994629,-0.10497879981994629
bakery,pretzels,ice cream,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have pretzels but not",-3.854298908263445,-1.9271494541317225,2,exact_concat,-3.7784051466733217,-1.8892025733366609,2,exact_concat,0.07589376159012318,0.03794688079506159
bakery,pretzels,muffins,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have pretzels but not",-5.710582541534677,-2.8552912707673386,2,exact_concat,-4.4417446330189705,-2.2208723165094852,2,exact_concat,1.2688379085157067,0.6344189542578533
bakery,pretzels,sandwiches,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have pretzels but not",-9.207971572875977,-9.207971572875977,1,exact_concat,-5.62545108795166,-5.62545108795166,1,exact_concat,3.5825204849243164,3.5825204849243164
bakery,pretzels,water,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have pretzels but not",-9.551721572875977,-9.551721572875977,1,exact_concat,-8.53170108795166,-8.53170108795166,1,exact_concat,1.0200204849243164,1.0200204849243164
bakery,sandwiches,cakes,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have sandwiches but not",-3.5829720497131348,-3.5829720497131348,1,exact_concat,-3.800398349761963,-3.800398349761963,1,exact_concat,-0.21742630004882812,-0.21742630004882812
bakery,sandwiches,ice cream,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have sandwiches but not",-3.854298908263445,-1.9271494541317225,2,exact_concat,-4.651792865246534,-2.325896432623267,2,exact_concat,-0.7974939569830894,-0.3987469784915447
bakery,sandwiches,muffins,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have sandwiches but not",-5.710582541534677,-2.8552912707673386,2,exact_concat,-6.805868656374514,-3.402934328187257,2,exact_concat,-1.095286114839837,-0.5476430574199185
bakery,sandwiches,pretzels,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have sandwiches but not",-7.6705989303591195,-2.5568663101197067,3,exact_concat,-10.340587543556467,-3.446862514518822,3,exact_concat,-2.669988613197347,-0.8899962043991154
bakery,sandwiches,water,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have sandwiches but not",-9.551721572875977,-9.551721572875977,1,exact_concat,-9.769147872924805,-9.769147872924805,1,exact_concat,-0.21742630004882812,-0.21742630004882812
bakery,water,cakes,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have water but not",-3.5829720497131348,-3.5829720497131348,1,exact_concat,-6.377678394317627,-6.377678394317627,1,exact_concat,-2.794706344604492,-2.794706344604492
bakery,water,ice cream,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have water but not",-3.854298908263445,-1.9271494541317225,2,exact_concat,-3.497496321797371,-1.7487481608986855,2,exact_concat,0.356802586466074,0.178401293233037
bakery,water,muffins,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have water but not",-5.710582541534677,-2.8552912707673386,2,exact_concat,-7.021367061883211,-3.5106835309416056,2,exact_concat,-1.310784520348534,-0.655392260174267
bakery,water,pretzels,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have water but not",-7.6705989303591195,-2.5568663101197067,3,exact_concat,-9.82787893168279,-3.275959643894263,3,exact_concat,-2.15728000132367,-0.7190933337745564
bakery,water,sandwiches,"You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have ","You and your friend Chris walk by a bakery. You say, 'I want some dessert.' Chris looks inside the bakery and responds, 'Sure, they have water but not",-9.207971572875977,-9.207971572875977,1,exact_concat,-7.940178394317627,-7.940178394317627,1,exact_concat,1.2677931785583496,1.2677931785583496
