schema_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,human_outcome,human_yes,human_total,human_rate,human_count_status,trigger_logprob_sum,query_logprob_sum,trigger_logprob_mean,query_logprob_mean,trigger_token_count,query_token_count,trigger_tokenization_mode,query_tokenization_mode,x_but_not_y_applicable,x_but_not_y_prompt,x_but_not_y_logprob_sum,x_but_not_y_logprob_mean,x_but_not_y_token_count,x_but_not_y_tokenization_mode,model_name,model_revision,model_provenance_complete,source_human_file,source_score_file,analysis_inclusion_status,hu_original_analysis_included,has_hu_test_suite,human_rate_source_column,scale_id,template_id,human_trigger_lemma,human_query_lemma,x_but_not_y_trigger,x_but_not_y_query,experiment
1.1,novel_focus,focus_alternative_study,focus_only,bag::crayons::cash,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",crayons,cash,query_excluded,0.0,5.0,0.0,exact,-8.56049167830497,-13.521199226379396,-4.280245839152485,-13.521199226379396,2,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have crayons but not ",-12.94803237915039,-12.94803237915039,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::crayons::chalk,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",crayons,chalk,query_excluded,16.0,18.0,0.8888888888888888,exact,-8.56049167830497,-10.427449226379396,-4.280245839152485,-10.427449226379396,2,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have crayons but not ",-6.854281902313232,-6.854281902313232,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::crayons::headphones,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",crayons,headphones,query_excluded,1.0,4.0,0.25,exact,-8.56049167830497,-12.989949226379396,-4.280245839152485,-12.989949226379396,2,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have crayons but not ",-11.94803237915039,-11.94803237915039,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::crayons::makeup,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",crayons,makeup,query_excluded,0.0,5.0,0.0,exact,-8.56049167830497,-10.802449226379396,-4.280245839152485,-10.802449226379396,2,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have crayons but not ",-11.54178237915039,-11.54178237915039,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::crayons::pen,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",crayons,pen,query_excluded,4.0,4.0,1.0,exact,-8.56049167830497,-3.864948749542236,-4.280245839152485,-3.864948749542236,2,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have crayons but not ",-4.416781902313232,-4.416781902313232,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::headphones::cash,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",headphones,cash,query_excluded,2.0,14.0,0.14285714285714285,exact,-12.989949226379396,-13.521199226379396,-12.989949226379396,-13.521199226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have headphones but not ",-11.994014739990234,-11.994014739990234,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::headphones::chalk,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",headphones,chalk,query_excluded,2.0,5.0,0.4,exact,-12.989949226379396,-10.427449226379396,-12.989949226379396,-10.427449226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have headphones but not ",-8.931514739990234,-8.931514739990234,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::headphones::crayons,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",headphones,crayons,query_excluded,3.0,3.0,1.0,exact,-12.989949226379396,-8.56049167830497,-12.989949226379396,-4.280245839152485,1,2,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have headphones but not ",-9.12247903412208,-4.56123951706104,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::headphones::makeup,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",headphones,makeup,query_excluded,4.0,19.0,0.21052631578947367,exact,-12.989949226379396,-10.802449226379396,-12.989949226379396,-10.802449226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have headphones but not ",-11.931514739990234,-11.931514739990234,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::headphones::pen,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",headphones,pen,query_excluded,5.0,5.0,1.0,exact,-12.989949226379396,-3.864948749542236,-12.989949226379396,-3.864948749542236,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have headphones but not ",-3.2440145015716557,-3.2440145015716557,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::makeup::cash,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",makeup,cash,query_excluded,1.0,5.0,0.2,exact,-10.802449226379396,-13.521199226379396,-10.802449226379396,-13.521199226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not ",-11.629380226135254,-11.629380226135254,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::makeup::chalk,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",makeup,chalk,query_excluded,2.0,2.0,1.0,exact,-10.802449226379396,-10.427449226379396,-10.802449226379396,-10.427449226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not ",-7.098130226135254,-7.098130226135254,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::makeup::crayons,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",makeup,crayons,query_excluded,2.0,2.0,1.0,exact,-10.802449226379396,-8.56049167830497,-10.802449226379396,-4.280245839152485,1,2,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not ",-5.86868030205369,-2.934340151026845,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::makeup::headphones,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",makeup,headphones,query_excluded,0.0,4.0,0.0,exact,-10.802449226379396,-12.989949226379396,-10.802449226379396,-12.989949226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not ",-11.504380226135254,-11.504380226135254,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::makeup::pen,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",makeup,pen,query_excluded,3.0,3.0,1.0,exact,-10.802449226379396,-3.864948749542236,-10.802449226379396,-3.864948749542236,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have makeup but not ",-2.848130464553833,-2.848130464553833,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::pen::cash,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",pen,cash,query_excluded,0.0,5.0,0.0,exact,-3.864948749542236,-13.521199226379396,-3.864948749542236,-13.521199226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not ",-12.635902404785156,-12.635902404785156,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::pen::chalk,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",pen,chalk,query_excluded,18.0,21.0,0.8571428571428571,exact,-3.864948749542236,-10.427449226379396,-3.864948749542236,-10.427449226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not ",-11.885902404785156,-11.885902404785156,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::pen::crayons,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",pen,crayons,query_excluded,15.0,17.0,0.8823529411764706,exact,-3.864948749542236,-8.56049167830497,-3.864948749542236,-4.280245839152485,1,2,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not ",-13.240204691886902,-6.620102345943451,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,bag::pen::headphones,bag,bag,no_frame,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have ",pen,headphones,query_excluded,0.0,5.0,0.0,exact,-3.864948749542236,-12.989949226379396,-3.864948749542236,-12.989949226379396,1,1,exact_concat,exact_concat,True,"You and your friend Taylor are sitting in a park. You pull out a piece of paper and tell Taylor, 'I just had an idea that I want to remember, but don't have anything to write with.' Taylor looks through her handbag and responds, 'Sure, I have pen but not ",-14.698402404785156,-14.698402404785156,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
